trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,local_zone_id,stop_headsign,timepoint
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,13:51:00,13:51:00,IDFM:463062,19,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,13:53:00,13:53:00,IDFM:22044,20,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,13:54:00,13:54:00,IDFM:22040,21,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,13:55:00,13:55:00,IDFM:22059,22,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,13:56:00,13:56:00,IDFM:463205,23,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,13:58:00,13:58:00,IDFM:463065,24,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,13:59:00,13:59:00,IDFM:22052,25,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,14:01:00,14:01:00,IDFM:22053,26,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,14:02:00,14:02:00,IDFM:22041,27,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,14:05:00,14:05:00,IDFM:463082,28,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,14:07:00,14:07:00,IDFM:483900,29,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811694_81,14:09:00,14:09:00,IDFM:483898,30,1,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:34:00,14:34:00,IDFM:483904,0,0,1,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:35:00,14:35:00,IDFM:483903,1,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:37:00,14:37:00,IDFM:24679,2,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:40:00,14:40:00,IDFM:463281,3,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:41:00,14:41:00,IDFM:463236,4,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:43:00,14:43:00,IDFM:462973,5,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:44:00,14:44:00,IDFM:22054,6,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:46:00,14:46:00,IDFM:22055,7,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:47:00,14:47:00,IDFM:463116,8,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:48:00,14:48:00,IDFM:463089,9,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:50:00,14:50:00,IDFM:463304,10,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:51:00,14:51:00,IDFM:22050,11,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:52:00,14:52:00,IDFM:463317,12,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:53:00,14:53:00,IDFM:21964,13,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:55:00,14:55:00,IDFM:21965,14,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:57:00,14:57:00,IDFM:463164,15,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:58:00,14:58:00,IDFM:22060,16,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,14:59:00,14:59:00,IDFM:463311,17,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:01:00,15:01:00,IDFM:462950,18,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:02:00,15:02:00,IDFM:21980,19,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:03:00,15:03:00,IDFM:22049,20,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:04:00,15:04:00,IDFM:22051,21,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:06:00,15:06:00,IDFM:22038,22,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:07:00,15:07:00,IDFM:463173,23,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:08:00,15:08:00,IDFM:22039,24,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:09:00,15:09:00,IDFM:462964,25,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:10:00,15:10:00,IDFM:463321,26,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:12:00,15:12:00,IDFM:462949,27,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:13:00,15:13:00,IDFM:463261,28,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:15:00,15:15:00,IDFM:463153,29,0,0,,,1
IDFM:RATP:146332-C01382-COU_RATP_5083983_2811696_94,15:17:00,15:17:00,IDFM:463219,30,1,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:11:00,24:11:00,IDFM:22237,0,0,1,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:12:00,24:12:00,IDFM:463214,1,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:14:00,24:14:00,IDFM:463213,2,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:15:00,24:15:00,IDFM:463260,3,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:17:00,24:17:00,IDFM:463085,4,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:18:00,24:18:00,IDFM:22222,5,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:19:00,24:19:00,IDFM:22230,6,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:21:00,24:21:00,IDFM:22157,7,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:22:00,24:22:00,IDFM:22229,8,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:23:00,24:23:00,IDFM:22217,9,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:24:00,24:24:00,IDFM:22226,10,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:26:00,24:26:00,IDFM:463198,11,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:27:00,24:27:00,IDFM:22093,12,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:29:00,24:29:00,IDFM:22224,13,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:31:00,24:31:00,IDFM:22218,14,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:32:00,24:32:00,IDFM:22225,15,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:33:00,24:33:00,IDFM:22129,16,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:34:00,24:34:00,IDFM:22227,17,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:36:00,24:36:00,IDFM:462952,18,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:37:00,24:37:00,IDFM:22220,19,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:39:00,24:39:00,IDFM:22244,20,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:41:00,24:41:00,IDFM:463212,21,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:43:00,24:43:00,IDFM:462976,22,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:45:00,24:45:00,IDFM:22241,23,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:46:00,24:46:00,IDFM:463126,24,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_1955206_204,24:49:00,24:49:00,IDFM:463302,25,1,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:46:00,24:46:00,IDFM:22237,0,0,1,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:47:00,24:47:00,IDFM:463214,1,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:49:00,24:49:00,IDFM:463213,2,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:50:00,24:50:00,IDFM:463260,3,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:52:00,24:52:00,IDFM:463085,4,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:53:00,24:53:00,IDFM:22222,5,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:54:00,24:54:00,IDFM:22230,6,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:56:00,24:56:00,IDFM:22157,7,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:57:00,24:57:00,IDFM:22229,8,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:58:00,24:58:00,IDFM:22217,9,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,24:59:00,24:59:00,IDFM:22226,10,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:01:00,25:01:00,IDFM:463198,11,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:02:00,25:02:00,IDFM:22093,12,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:04:00,25:04:00,IDFM:22224,13,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:06:00,25:06:00,IDFM:22218,14,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:07:00,25:07:00,IDFM:22225,15,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:08:00,25:08:00,IDFM:22129,16,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:09:00,25:09:00,IDFM:22227,17,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:11:00,25:11:00,IDFM:22231,18,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:13:00,25:13:00,IDFM:22219,19,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:15:00,25:15:00,IDFM:22238,20,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:17:00,25:17:00,IDFM:22234,21,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:19:00,25:19:00,IDFM:22232,22,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083944_912419_207,25:21:00,25:21:00,IDFM:22233,23,1,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,23:50:00,23:50:00,IDFM:463109,0,0,1,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,23:51:00,23:51:00,IDFM:463207,1,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,23:53:00,23:53:00,IDFM:462953,2,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,23:56:00,23:56:00,IDFM:463086,3,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,23:58:00,23:58:00,IDFM:463278,4,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,23:59:00,23:59:00,IDFM:462978,5,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:00:00,24:00:00,IDFM:462975,6,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:02:00,24:02:00,IDFM:463253,7,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:03:00,24:03:00,IDFM:463066,8,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:05:00,24:05:00,IDFM:462970,9,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:07:00,24:07:00,IDFM:474397,10,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:08:00,24:08:00,IDFM:463011,11,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:10:00,24:10:00,IDFM:22185,12,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:11:00,24:11:00,IDFM:463320,13,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:12:00,24:12:00,IDFM:463303,14,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:14:00,24:14:00,IDFM:463083,15,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:15:00,24:15:00,IDFM:462954,16,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:16:00,24:16:00,IDFM:463184,17,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:18:00,24:18:00,IDFM:463229,18,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:19:00,24:19:00,IDFM:22223,19,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:21:00,24:21:00,IDFM:22221,20,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:22:00,24:22:00,IDFM:22235,21,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:24:00,24:24:00,IDFM:22236,22,0,0,,,1
IDFM:RATP:146020-C01383-COU_RATP_5083955_912423_134,24:25:00,24:25:00,IDFM:463087,23,1,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:10:00,09:10:00,IDFM:490774,0,0,1,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:12:00,09:12:00,IDFM:480290,1,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:14:00,09:14:00,IDFM:480288,2,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:16:00,09:16:00,IDFM:480541,3,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:18:00,09:18:00,IDFM:480286,4,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:20:00,09:20:00,IDFM:462972,5,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:22:00,09:22:00,IDFM:21961,6,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:23:00,09:23:00,IDFM:21960,7,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:25:00,09:25:00,IDFM:21959,8,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:28:00,09:28:00,IDFM:463046,9,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:29:00,09:29:00,IDFM:463129,10,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:31:00,09:31:00,IDFM:21956,11,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:32:00,09:32:00,IDFM:21955,12,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:34:00,09:34:00,IDFM:21954,13,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:36:00,09:36:00,IDFM:490841,14,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:38:00,09:38:00,IDFM:490839,15,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:42:00,09:42:00,IDFM:490837,16,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:45:00,09:45:00,IDFM:490851,17,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:47:00,09:47:00,IDFM:490833,18,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220531_84,09:50:00,09:50:00,IDFM:490908,19,1,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:39:00,09:39:00,IDFM:490917,0,0,1,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:41:00,09:41:00,IDFM:490852,1,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:43:00,09:43:00,IDFM:490835,2,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:46:00,09:46:00,IDFM:490850,3,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:50:00,09:50:00,IDFM:490849,4,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:53:00,09:53:00,IDFM:490848,5,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:54:00,09:54:00,IDFM:463045,6,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:56:00,09:56:00,IDFM:463112,7,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:57:00,09:57:00,IDFM:463165,8,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,09:59:00,09:59:00,IDFM:21957,9,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:01:00,10:01:00,IDFM:21958,10,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:04:00,10:04:00,IDFM:463159,11,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:06:00,10:06:00,IDFM:463284,12,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:07:00,10:07:00,IDFM:463064,13,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:09:00,10:09:00,IDFM:21962,14,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:11:00,10:11:00,IDFM:480340,15,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:12:00,10:12:00,IDFM:480531,16,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:15:00,10:15:00,IDFM:480341,17,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:16:00,10:16:00,IDFM:480330,18,0,0,,,1
IDFM:RATP:148356-C01384-COU_RATP_5105773_3220534_101,10:19:00,10:19:00,IDFM:490794,19,1,0,,,1
IDFM:RATP:146141-C01386-COU_RATP_5084050_651521_117,15:09:00,15:09:00,IDFM:463262,0,0,1,,,1
IDFM:RATP:146141-C01386-COU_RATP_5084050_651521_117,15:11:00,15:11:00,IDFM:463071,1,0,0,,,1
IDFM:RATP:146141-C01386-COU_RATP_5084050_651521_117,15:12:00,15:12:00,IDFM:462990,2,0,0,,,1
IDFM:RATP:146141-C01386-COU_RATP_5084050_651521_117,15:13:00,15:13:00,IDFM:462997,3,1,0,,,1
IDFM:RATP:146141-C01386-COU_RATP_5084050_651522_107,14:20:00,14:20:00,IDFM:21945,0,0,1,,,1
IDFM:RATP:146141-C01386-COU_RATP_5084050_651522_107,14:21:00,14:21:00,IDFM:21948,1,0,0,,,1
IDFM:RATP:146141-C01386-COU_RATP_5084050_651522_107,14:23:00,14:23:00,IDFM:21946,2,0,0,,,1
IDFM:RATP:146141-C01386-COU_RATP_5084050_651522_107,14:24:00,14:24:00,IDFM:21947,3,1,0,,,1
IDFM:RATP:146199-C01387-COU_RATP_5084068_651584_119,19:14:00,19:14:00,IDFM:24681,0,0,1,,,1
IDFM:RATP:146199-C01387-COU_RATP_5084068_651584_119,19:15:00,19:15:00,IDFM:24680,1,0,0,,,1
IDFM:RATP:146199-C01387-COU_RATP_5084068_651584_119,19:16:00,19:16:00,IDFM:24685,2,0,0,,,1
IDFM:RATP:146199-C01387-COU_RATP_5084068_651584_119,19:17:00,19:17:00,IDFM:463156,3,0,0,,,1
IDFM:RATP:146199-C01387-COU_RATP_5084068_651584_119,19:18:00,19:18:00,IDFM:24686,4,0,0,,,1
IDFM:RATP:146199-C01387-COU_RATP_5084068_651584_119,19:20:00,19:20:00,IDFM:24682,5,0,0,,,1
IDFM:RATP:146199-C01387-COU_RATP_5084068_651584_119,19:22:00,19:22:00,IDFM:24684,6,1,0,,,1
