pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
IDFM:StopPlaceEntrance:50147984:22083,IDFM:StopPlaceEntrance:50147984,IDFM:22083,1,1,152.08,193,,,,,
IDFM:StopPlaceEntrance:50147984:463046,IDFM:StopPlaceEntrance:50147984,IDFM:463046,1,1,216.81,276,,,,,
IDFM:StopPlaceEntrance:50147984:21958,IDFM:StopPlaceEntrance:50147984,IDFM:21958,1,1,280.41,357,,,,,
IDFM:StopPlaceEntrance:50147984:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50147984,IDFM:monomodalStopPlace:470195,1,1,311.95,397,,,,,
IDFM:StopPlaceEntrance:50148567:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50148567,IDFM:monomodalStopPlace:470195,1,1,127.49,162,,,,,
IDFM:StopPlaceEntrance:50148567:463046,IDFM:StopPlaceEntrance:50148567,IDFM:463046,1,1,216.12,275,,,,,
IDFM:StopPlaceEntrance:50148567:22083,IDFM:StopPlaceEntrance:50148567,IDFM:22083,1,1,247.31,315,,,,,
IDFM:StopPlaceEntrance:50148567:463197,IDFM:StopPlaceEntrance:50148567,IDFM:463197,1,1,253.76,323,,,,,
IDFM:StopPlaceEntrance:50148567:21958,IDFM:StopPlaceEntrance:50148567,IDFM:21958,1,1,259.87,331,,,,,
IDFM:StopPlaceEntrance:50148559:22083,IDFM:StopPlaceEntrance:50148559,IDFM:22083,1,1,20.83,26,,,,,
IDFM:StopPlaceEntrance:50148559:463197,IDFM:StopPlaceEntrance:50148559,IDFM:463197,1,1,22.88,29,,,,,
IDFM:StopPlaceEntrance:50148559:463046,IDFM:StopPlaceEntrance:50148559,IDFM:463046,1,1,107.05,136,,,,,
IDFM:StopPlaceEntrance:50148559:21958,IDFM:StopPlaceEntrance:50148559,IDFM:21958,1,1,155.53,198,,,,,
IDFM:StopPlaceEntrance:50148559:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50148559,IDFM:monomodalStopPlace:470195,1,1,355.16,452,,,,,
IDFM:463197:StopPlaceEntrance:50147981,IDFM:463197,IDFM:StopPlaceEntrance:50147981,1,0,43.95,55,,,,,
IDFM:22083:StopPlaceEntrance:50147981,IDFM:22083,IDFM:StopPlaceEntrance:50147981,1,0,47.35,60,,,,,
IDFM:463046:StopPlaceEntrance:50147981,IDFM:463046,IDFM:StopPlaceEntrance:50147981,1,0,149.42,190,,,,,
IDFM:21958:StopPlaceEntrance:50147981,IDFM:21958,IDFM:StopPlaceEntrance:50147981,1,0,208.16,265,,,,,
IDFM:monomodalStopPlace:470195:StopPlaceEntrance:50147981,IDFM:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50147981,1,0,349.04,444,,,,,
IDFM:StopPlaceEntrance:50148698:21958,IDFM:StopPlaceEntrance:50148698,IDFM:21958,1,1,81.55,103,,,,,
IDFM:StopPlaceEntrance:50148698:463046,IDFM:StopPlaceEntrance:50148698,IDFM:463046,1,1,100.99,128,,,,,
IDFM:StopPlaceEntrance:50148698:22083,IDFM:StopPlaceEntrance:50148698,IDFM:22083,1,1,211.53,269,,,,,
IDFM:StopPlaceEntrance:50148698:463197,IDFM:StopPlaceEntrance:50148698,IDFM:463197,1,1,220.17,280,,,,,
IDFM:StopPlaceEntrance:50147983:22083,IDFM:StopPlaceEntrance:50147983,IDFM:22083,1,1,87.48,111,,,,,
IDFM:StopPlaceEntrance:50147983:463197,IDFM:StopPlaceEntrance:50147983,IDFM:463197,1,1,94.13,119,,,,,
IDFM:StopPlaceEntrance:50147983:463046,IDFM:StopPlaceEntrance:50147983,IDFM:463046,1,1,102.13,130,,,,,
IDFM:StopPlaceEntrance:50147983:21958,IDFM:StopPlaceEntrance:50147983,IDFM:21958,1,1,165.36,210,,,,,
IDFM:StopPlaceEntrance:50147983:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50147983,IDFM:monomodalStopPlace:470195,1,1,262.23,334,,,,,
IDFM:StopPlaceEntrance:50148653:463046,IDFM:StopPlaceEntrance:50148653,IDFM:463046,1,1,66.37,84,,,,,
IDFM:StopPlaceEntrance:50148653:21958,IDFM:StopPlaceEntrance:50148653,IDFM:21958,1,1,89.74,114,,,,,
IDFM:StopPlaceEntrance:50148653:22083,IDFM:StopPlaceEntrance:50148653,IDFM:22083,1,1,164.42,209,,,,,
IDFM:StopPlaceEntrance:50148653:463197,IDFM:StopPlaceEntrance:50148653,IDFM:463197,1,1,173.21,220,,,,,
IDFM:StopPlaceEntrance:50148653:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50148653,IDFM:monomodalStopPlace:470195,1,1,213.94,272,,,,,
IDFM:StopPlaceEntrance:50147982:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50147982,IDFM:monomodalStopPlace:470195,1,1,155.07,197,,,,,
IDFM:StopPlaceEntrance:50147982:21958,IDFM:StopPlaceEntrance:50147982,IDFM:21958,1,1,159.95,203,,,,,
IDFM:StopPlaceEntrance:50147982:463046,IDFM:StopPlaceEntrance:50147982,IDFM:463046,1,1,167.82,213,,,,,
IDFM:StopPlaceEntrance:50147982:22083,IDFM:StopPlaceEntrance:50147982,IDFM:22083,1,1,269.47,343,,,,,
IDFM:StopPlaceEntrance:50147982:463197,IDFM:StopPlaceEntrance:50147982,IDFM:463197,1,1,278.25,354,,,,,
IDFM:StopPlaceEntrance:50148560:21958,IDFM:StopPlaceEntrance:50148560,IDFM:21958,1,0,86.97,110,,,,,
IDFM:StopPlaceEntrance:50148560:463046,IDFM:StopPlaceEntrance:50148560,IDFM:463046,1,0,108.25,137,,,,,
IDFM:StopPlaceEntrance:50148560:22083,IDFM:StopPlaceEntrance:50148560,IDFM:22083,1,0,151.32,192,,,,,
IDFM:StopPlaceEntrance:50148560:463197,IDFM:StopPlaceEntrance:50148560,IDFM:463197,1,0,155.52,198,,,,,
IDFM:StopPlaceEntrance:50148560:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50148560,IDFM:monomodalStopPlace:470195,1,0,378.46,482,,,,,
IDFM:StopPlaceEntrance:50148562:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50148562,IDFM:monomodalStopPlace:470195,1,1,143.55,182,,,,,
IDFM:StopPlaceEntrance:50148562:21958,IDFM:StopPlaceEntrance:50148562,IDFM:21958,1,1,205.47,261,,,,,
IDFM:StopPlaceEntrance:50148562:463046,IDFM:StopPlaceEntrance:50148562,IDFM:463046,1,1,217.74,277,,,,,
IDFM:StopPlaceEntrance:50148562:22083,IDFM:StopPlaceEntrance:50148562,IDFM:22083,1,1,319.32,406,,,,,
IDFM:StopPlaceEntrance:50148562:463197,IDFM:StopPlaceEntrance:50148562,IDFM:463197,1,1,328.1,417,,,,,
IDFM:StopPlaceEntrance:50148561:21958,IDFM:StopPlaceEntrance:50148561,IDFM:21958,1,1,115.77,147,,,,,
IDFM:StopPlaceEntrance:50148561:463046,IDFM:StopPlaceEntrance:50148561,IDFM:463046,1,1,151.21,192,,,,,
IDFM:StopPlaceEntrance:50148561:monomodalStopPlace:470195,IDFM:StopPlaceEntrance:50148561,IDFM:monomodalStopPlace:470195,1,1,229.95,292,,,,,
IDFM:StopPlaceEntrance:50148561:22083,IDFM:StopPlaceEntrance:50148561,IDFM:22083,1,1,263.02,335,,,,,
IDFM:StopPlaceEntrance:50148561:463197,IDFM:StopPlaceEntrance:50148561,IDFM:463197,1,1,271.55,345,,,,,
IDFM:StopPlaceEntrance:50170392:monomodalStopPlace:43154,IDFM:StopPlaceEntrance:50170392,IDFM:monomodalStopPlace:43154,1,1,24.96,31,,,,,
IDFM:StopPlaceEntrance:50170722:monomodalStopPlace:43154,IDFM:StopPlaceEntrance:50170722,IDFM:monomodalStopPlace:43154,1,1,33.96,43,,,,,
IDFM:StopPlaceEntrance:50170723:monomodalStopPlace:43154,IDFM:StopPlaceEntrance:50170723,IDFM:monomodalStopPlace:43154,1,1,43.85,55,,,,,
IDFM:StopPlaceEntrance:50170537:monomodalStopPlace:43154,IDFM:StopPlaceEntrance:50170537,IDFM:monomodalStopPlace:43154,1,1,31.98,40,,,,,
IDFM:StopPlaceEntrance:50148110:463231,IDFM:StopPlaceEntrance:50148110,IDFM:463231,1,1,34.91,44,,,,,
IDFM:StopPlaceEntrance:50148110:22378,IDFM:StopPlaceEntrance:50148110,IDFM:22378,1,1,39.16,49,,,,,
IDFM:StopPlaceEntrance:50148109:463231,IDFM:StopPlaceEntrance:50148109,IDFM:463231,1,1,15.78,20,,,,,
IDFM:StopPlaceEntrance:50148109:22378,IDFM:StopPlaceEntrance:50148109,IDFM:22378,1,1,23.08,29,,,,,
IDFM:StopPlaceEntrance:50170532:monomodalStopPlace:43156,IDFM:StopPlaceEntrance:50170532,IDFM:monomodalStopPlace:43156,1,1,79.77,101,,,,,
IDFM:StopPlaceEntrance:50170533:monomodalStopPlace:43156,IDFM:StopPlaceEntrance:50170533,IDFM:monomodalStopPlace:43156,1,1,45.96,58,,,,,
IDFM:StopPlaceEntrance:50170382:monomodalStopPlace:43156,IDFM:StopPlaceEntrance:50170382,IDFM:monomodalStopPlace:43156,1,1,91.48,116,,,,,
IDFM:StopPlaceEntrance:50170866:monomodalStopPlace:43156,IDFM:StopPlaceEntrance:50170866,IDFM:monomodalStopPlace:43156,1,1,157.6,200,,,,,
IDFM:StopPlaceEntrance:50148757:463051,IDFM:StopPlaceEntrance:50148757,IDFM:463051,1,1,232.92,296,,,,,
IDFM:StopPlaceEntrance:50148757:22186,IDFM:StopPlaceEntrance:50148757,IDFM:22186,1,1,235.07,299,,,,,
IDFM:StopPlaceEntrance:50148156:22186,IDFM:StopPlaceEntrance:50148156,IDFM:22186,1,1,37.48,47,,,,,
IDFM:StopPlaceEntrance:50148156:463051,IDFM:StopPlaceEntrance:50148156,IDFM:463051,1,1,44.97,57,,,,,
IDFM:StopPlaceEntrance:50148153:463051,IDFM:StopPlaceEntrance:50148153,IDFM:463051,1,1,87.79,111,,,,,
IDFM:StopPlaceEntrance:50148153:22186,IDFM:StopPlaceEntrance:50148153,IDFM:22186,1,1,91,115,,,,,
IDFM:463051:StopPlaceEntrance:50148152,IDFM:463051,IDFM:StopPlaceEntrance:50148152,1,0,142.48,181,,,,,
IDFM:22186:StopPlaceEntrance:50148152,IDFM:22186,IDFM:StopPlaceEntrance:50148152,1,0,144.86,184,,,,,
IDFM:StopPlaceEntrance:50148155:463051,IDFM:StopPlaceEntrance:50148155,IDFM:463051,1,1,38.01,48,,,,,
IDFM:StopPlaceEntrance:50148155:22186,IDFM:StopPlaceEntrance:50148155,IDFM:22186,1,1,41.22,52,,,,,
IDFM:StopPlaceEntrance:50148154:22186,IDFM:StopPlaceEntrance:50148154,IDFM:22186,1,1,89.81,114,,,,,
IDFM:StopPlaceEntrance:50148154:463051,IDFM:StopPlaceEntrance:50148154,IDFM:463051,1,1,90.29,115,,,,,
IDFM:StopPlaceEntrance:50148234:21938,IDFM:StopPlaceEntrance:50148234,IDFM:21938,1,1,60.11,76,,,,,
IDFM:StopPlaceEntrance:50148234:463233,IDFM:StopPlaceEntrance:50148234,IDFM:463233,1,1,60.73,77,,,,,
IDFM:StopPlaceEntrance:50148235:21938,IDFM:StopPlaceEntrance:50148235,IDFM:21938,1,1,147.27,187,,,,,
IDFM:StopPlaceEntrance:50148235:463233,IDFM:StopPlaceEntrance:50148235,IDFM:463233,1,1,149.08,189,,,,,
IDFM:StopPlaceEntrance:50148659:463233,IDFM:StopPlaceEntrance:50148659,IDFM:463233,1,1,27.79,35,,,,,
IDFM:StopPlaceEntrance:50148659:21938,IDFM:StopPlaceEntrance:50148659,IDFM:21938,1,1,29.48,37,,,,,
IDFM:StopPlaceEntrance:50170340:monomodalStopPlace:43150,IDFM:StopPlaceEntrance:50170340,IDFM:monomodalStopPlace:43150,1,1,19.8,25,,,,,
IDFM:StopPlaceEntrance:50170735:monomodalStopPlace:43150,IDFM:StopPlaceEntrance:50170735,IDFM:monomodalStopPlace:43150,1,1,37.61,47,,,,,
IDFM:StopPlaceEntrance:50170243:monomodalStopPlace:43151,IDFM:StopPlaceEntrance:50170243,IDFM:monomodalStopPlace:43151,1,1,18.87,24,,,,,
IDFM:StopPlaceEntrance:50170244:monomodalStopPlace:43151,IDFM:StopPlaceEntrance:50170244,IDFM:monomodalStopPlace:43151,1,1,15.14,19,,,,,
IDFM:StopPlaceEntrance:50148601:monomodalStopPlace:43152,IDFM:StopPlaceEntrance:50148601,IDFM:monomodalStopPlace:43152,1,1,51.22,65,,,,,
IDFM:StopPlaceEntrance:50170306:monomodalStopPlace:43152,IDFM:StopPlaceEntrance:50170306,IDFM:monomodalStopPlace:43152,1,1,58.79,74,,,,,
IDFM:StopPlaceEntrance:50148586:monomodalStopPlace:43146,IDFM:StopPlaceEntrance:50148586,IDFM:monomodalStopPlace:43146,1,1,71.48,91,,,,,
IDFM:StopPlaceEntrance:50148585:monomodalStopPlace:43146,IDFM:StopPlaceEntrance:50148585,IDFM:monomodalStopPlace:43146,1,1,110.61,140,,,,,
IDFM:StopPlaceEntrance:50148584:monomodalStopPlace:43146,IDFM:StopPlaceEntrance:50148584,IDFM:monomodalStopPlace:43146,1,1,119.6,152,,,,,
IDFM:StopPlaceEntrance:50170087:monomodalStopPlace:43147,IDFM:StopPlaceEntrance:50170087,IDFM:monomodalStopPlace:43147,1,1,38.84,49,,,,,
IDFM:StopPlaceEntrance:50170088:monomodalStopPlace:43147,IDFM:StopPlaceEntrance:50170088,IDFM:monomodalStopPlace:43147,1,1,51.36,65,,,,,
IDFM:StopPlaceEntrance:50170191:monomodalStopPlace:43147,IDFM:StopPlaceEntrance:50170191,IDFM:monomodalStopPlace:43147,1,1,42.79,54,,,,,
IDFM:StopPlaceEntrance:50170192:monomodalStopPlace:43147,IDFM:StopPlaceEntrance:50170192,IDFM:monomodalStopPlace:43147,1,1,63.07,80,,,,,
IDFM:StopPlaceEntrance:50170356:monomodalStopPlace:43149,IDFM:StopPlaceEntrance:50170356,IDFM:monomodalStopPlace:43149,1,1,34.14,43,,,,,
IDFM:StopPlaceEntrance:50171134:monomodalStopPlace:43149,IDFM:StopPlaceEntrance:50171134,IDFM:monomodalStopPlace:43149,1,1,80.89,103,,,,,
IDFM:StopPlaceEntrance:50170845:monomodalStopPlace:43149,IDFM:StopPlaceEntrance:50170845,IDFM:monomodalStopPlace:43149,1,1,59.15,75,,,,,
IDFM:StopPlaceEntrance:50170846:monomodalStopPlace:43149,IDFM:StopPlaceEntrance:50170846,IDFM:monomodalStopPlace:43149,1,1,56.79,72,,,,,
IDFM:463044:StopPlaceEntrance:50147941,IDFM:463044,IDFM:StopPlaceEntrance:50147941,1,0,260.11,331,,,,,
IDFM:22099:StopPlaceEntrance:50147941,IDFM:22099,IDFM:StopPlaceEntrance:50147941,1,0,261.46,333,,,,,
IDFM:StopPlaceEntrance:50147940:463044,IDFM:StopPlaceEntrance:50147940,IDFM:463044,1,0,125.85,160,,,,,
IDFM:StopPlaceEntrance:50147940:22099,IDFM:StopPlaceEntrance:50147940,IDFM:22099,1,0,126.69,161,,,,,
IDFM:463044:StopPlaceEntrance:50147965,IDFM:463044,IDFM:StopPlaceEntrance:50147965,1,0,73.65,93,,,,,
IDFM:22099:StopPlaceEntrance:50147965,IDFM:22099,IDFM:StopPlaceEntrance:50147965,1,0,74.96,95,,,,,
IDFM:StopPlaceEntrance:50170263:monomodalStopPlace:43142,IDFM:StopPlaceEntrance:50170263,IDFM:monomodalStopPlace:43142,1,1,112.22,142,,,,,
IDFM:StopPlaceEntrance:50170376:monomodalStopPlace:43142,IDFM:StopPlaceEntrance:50170376,IDFM:monomodalStopPlace:43142,1,1,89.6,114,,,,,
IDFM:StopPlaceEntrance:50170172:monomodalStopPlace:43142,IDFM:StopPlaceEntrance:50170172,IDFM:monomodalStopPlace:43142,1,1,115.04,146,,,,,
IDFM:StopPlaceEntrance:50170173:monomodalStopPlace:43142,IDFM:StopPlaceEntrance:50170173,IDFM:monomodalStopPlace:43142,1,1,99.65,126,,,,,
IDFM:StopPlaceEntrance:50170587:monomodalStopPlace:43143,IDFM:StopPlaceEntrance:50170587,IDFM:monomodalStopPlace:43143,1,1,56.87,72,,,,,
IDFM:StopPlaceEntrance:50170345:monomodalStopPlace:43143,IDFM:StopPlaceEntrance:50170345,IDFM:monomodalStopPlace:43143,1,1,40.78,51,,,,,
IDFM:StopPlaceEntrance:50171241:monomodalStopPlace:43143,IDFM:StopPlaceEntrance:50171241,IDFM:monomodalStopPlace:43143,1,1,33.36,42,,,,,
IDFM:StopPlaceEntrance:50170283:monomodalStopPlace:43144,IDFM:StopPlaceEntrance:50170283,IDFM:monomodalStopPlace:43144,1,1,27.8,35,,,,,
IDFM:StopPlaceEntrance:50170377:monomodalStopPlace:43145,IDFM:StopPlaceEntrance:50170377,IDFM:monomodalStopPlace:43145,1,1,37.85,48,,,,,
IDFM:StopPlaceEntrance:50170658:monomodalStopPlace:43145,IDFM:StopPlaceEntrance:50170658,IDFM:monomodalStopPlace:43145,1,1,31.25,39,,,,,
IDFM:StopPlaceEntrance:50170181:monomodalStopPlace:43145,IDFM:StopPlaceEntrance:50170181,IDFM:monomodalStopPlace:43145,1,1,22.03,28,,,,,
IDFM:StopPlaceEntrance:50170241:monomodalStopPlace:43140,IDFM:StopPlaceEntrance:50170241,IDFM:monomodalStopPlace:43140,1,1,130.61,166,,,,,
IDFM:StopPlaceEntrance:50170242:monomodalStopPlace:43140,IDFM:StopPlaceEntrance:50170242,IDFM:monomodalStopPlace:43140,1,1,119.61,152,,,,,
IDFM:StopPlaceEntrance:50170381:monomodalStopPlace:43140,IDFM:StopPlaceEntrance:50170381,IDFM:monomodalStopPlace:43140,1,1,33.34,42,,,,,
IDFM:StopPlaceEntrance:50170216:monomodalStopPlace:43140,IDFM:StopPlaceEntrance:50170216,IDFM:monomodalStopPlace:43140,1,1,116.05,147,,,,,
IDFM:StopPlaceEntrance:50148575:monomodalStopPlace:43135,IDFM:StopPlaceEntrance:50148575,IDFM:monomodalStopPlace:43135,1,1,98.94,126,,,,,
IDFM:monomodalStopPlace:43135:StopPlaceEntrance:50148574,IDFM:monomodalStopPlace:43135,IDFM:StopPlaceEntrance:50148574,1,0,27.3,34,,,,,
IDFM:monomodalStopPlace:43135:StopPlaceEntrance:50148576,IDFM:monomodalStopPlace:43135,IDFM:StopPlaceEntrance:50148576,1,0,135.45,172,,,,,
IDFM:StopPlaceEntrance:50170344:monomodalStopPlace:43136,IDFM:StopPlaceEntrance:50170344,IDFM:monomodalStopPlace:43136,1,1,56.51,71,,,,,
IDFM:StopPlaceEntrance:50170199:monomodalStopPlace:43136,IDFM:StopPlaceEntrance:50170199,IDFM:monomodalStopPlace:43136,1,1,68.84,87,,,,,
IDFM:StopPlaceEntrance:50170200:monomodalStopPlace:43136,IDFM:StopPlaceEntrance:50170200,IDFM:monomodalStopPlace:43136,1,1,182.77,232,,,,,
IDFM:StopPlaceEntrance:50170836:monomodalStopPlace:43136,IDFM:StopPlaceEntrance:50170836,IDFM:monomodalStopPlace:43136,1,1,244.84,311,,,,,
IDFM:StopPlaceEntrance:50170193:monomodalStopPlace:43136,IDFM:StopPlaceEntrance:50170193,IDFM:monomodalStopPlace:43136,1,1,140.66,179,,,,,
IDFM:StopPlaceEntrance:50170121:monomodalStopPlace:43137,IDFM:StopPlaceEntrance:50170121,IDFM:monomodalStopPlace:43137,1,1,67.89,86,,,,,
IDFM:StopPlaceEntrance:50170108:monomodalStopPlace:43137,IDFM:StopPlaceEntrance:50170108,IDFM:monomodalStopPlace:43137,1,1,71.85,91,,,,,
IDFM:22387:StopPlaceEntrance:50147776,IDFM:22387,IDFM:StopPlaceEntrance:50147776,1,0,36.39,46,,,,,
IDFM:463001:StopPlaceEntrance:50147776,IDFM:463001,IDFM:StopPlaceEntrance:50147776,1,0,45.85,58,,,,,
IDFM:463022:StopPlaceEntrance:50147776,IDFM:463022,IDFM:StopPlaceEntrance:50147776,1,0,50.19,63,,,,,
IDFM:22148:StopPlaceEntrance:50147776,IDFM:22148,IDFM:StopPlaceEntrance:50147776,1,0,56.78,72,,,,,
IDFM:22013:StopPlaceEntrance:50147776,IDFM:22013,IDFM:StopPlaceEntrance:50147776,1,0,58.45,74,,,,,
IDFM:463021:StopPlaceEntrance:50147776,IDFM:463021,IDFM:StopPlaceEntrance:50147776,1,0,68.68,87,,,,,
IDFM:StopPlaceEntrance:50147775:22013,IDFM:StopPlaceEntrance:50147775,IDFM:22013,1,1,51.76,65,,,,,
IDFM:StopPlaceEntrance:50147775:463021,IDFM:StopPlaceEntrance:50147775,IDFM:463021,1,1,54.03,68,,,,,
IDFM:StopPlaceEntrance:50147775:463001,IDFM:StopPlaceEntrance:50147775,IDFM:463001,1,1,55.07,70,,,,,
IDFM:StopPlaceEntrance:50147775:22387,IDFM:StopPlaceEntrance:50147775,IDFM:22387,1,1,62.88,80,,,,,
IDFM:StopPlaceEntrance:50147775:463022,IDFM:StopPlaceEntrance:50147775,IDFM:463022,1,1,69.01,87,,,,,
IDFM:StopPlaceEntrance:50147775:22148,IDFM:StopPlaceEntrance:50147775,IDFM:22148,1,1,78.11,99,,,,,
IDFM:StopPlaceEntrance:50147777:22013,IDFM:StopPlaceEntrance:50147777,IDFM:22013,1,1,73.74,93,,,,,
IDFM:StopPlaceEntrance:50147777:463001,IDFM:StopPlaceEntrance:50147777,IDFM:463001,1,1,75.68,96,,,,,
IDFM:StopPlaceEntrance:50147777:463021,IDFM:StopPlaceEntrance:50147777,IDFM:463021,1,1,76.5,97,,,,,
IDFM:StopPlaceEntrance:50147777:22387,IDFM:StopPlaceEntrance:50147777,IDFM:22387,1,1,82.47,105,,,,,
IDFM:StopPlaceEntrance:50147777:463022,IDFM:StopPlaceEntrance:50147777,IDFM:463022,1,1,90.47,115,,,,,
IDFM:StopPlaceEntrance:50147777:22148,IDFM:StopPlaceEntrance:50147777,IDFM:22148,1,1,99.98,127,,,,,
IDFM:StopPlaceEntrance:50147774:463021,IDFM:StopPlaceEntrance:50147774,IDFM:463021,1,1,14.38,18,,,,,
IDFM:StopPlaceEntrance:50147774:22013,IDFM:StopPlaceEntrance:50147774,IDFM:22013,1,1,25.22,32,,,,,
IDFM:StopPlaceEntrance:50147774:463022,IDFM:StopPlaceEntrance:50147774,IDFM:463022,1,1,34.55,44,,,,,
IDFM:StopPlaceEntrance:50147774:22148,IDFM:StopPlaceEntrance:50147774,IDFM:22148,1,1,35.16,44,,,,,
IDFM:StopPlaceEntrance:50147774:463001,IDFM:StopPlaceEntrance:50147774,IDFM:463001,1,1,37.66,47,,,,,
IDFM:StopPlaceEntrance:50147774:22387,IDFM:StopPlaceEntrance:50147774,IDFM:22387,1,1,46.22,58,,,,,
IDFM:StopPlaceEntrance:50148780:463001,IDFM:StopPlaceEntrance:50148780,IDFM:463001,1,1,60.77,77,,,,,
IDFM:StopPlaceEntrance:50148780:22013,IDFM:StopPlaceEntrance:50148780,IDFM:22013,1,1,62.94,80,,,,,
IDFM:StopPlaceEntrance:50148780:22387,IDFM:StopPlaceEntrance:50148780,IDFM:22387,1,1,65.23,83,,,,,
IDFM:StopPlaceEntrance:50148780:463021,IDFM:StopPlaceEntrance:50148780,IDFM:463021,1,1,69.04,87,,,,,
IDFM:StopPlaceEntrance:50148780:463022,IDFM:StopPlaceEntrance:50148780,IDFM:463022,1,1,76.9,97,,,,,
IDFM:StopPlaceEntrance:50148780:22148,IDFM:StopPlaceEntrance:50148780,IDFM:22148,1,1,87.42,111,,,,,
IDFM:StopPlaceEntrance:50148781:22387,IDFM:StopPlaceEntrance:50148781,IDFM:22387,1,1,108.43,138,,,,,
IDFM:StopPlaceEntrance:50148781:463001,IDFM:StopPlaceEntrance:50148781,IDFM:463001,1,1,112.09,142,,,,,
IDFM:StopPlaceEntrance:50148781:22013,IDFM:StopPlaceEntrance:50148781,IDFM:22013,1,1,122.08,155,,,,,
IDFM:StopPlaceEntrance:50148781:463022,IDFM:StopPlaceEntrance:50148781,IDFM:463022,1,1,125.69,160,,,,,
IDFM:StopPlaceEntrance:50148781:463021,IDFM:StopPlaceEntrance:50148781,IDFM:463021,1,1,132.21,168,,,,,
IDFM:StopPlaceEntrance:50148781:22148,IDFM:StopPlaceEntrance:50148781,IDFM:22148,1,1,135.73,172,,,,,
IDFM:StopPlaceEntrance:50147803:463021,IDFM:StopPlaceEntrance:50147803,IDFM:463021,1,1,25.5,32,,,,,
IDFM:StopPlaceEntrance:50147803:22013,IDFM:StopPlaceEntrance:50147803,IDFM:22013,1,1,29.05,37,,,,,
IDFM:StopPlaceEntrance:50147803:463001,IDFM:StopPlaceEntrance:50147803,IDFM:463001,1,1,39,49,,,,,
IDFM:StopPlaceEntrance:50147803:463022,IDFM:StopPlaceEntrance:50147803,IDFM:463022,1,1,46.76,59,,,,,
IDFM:StopPlaceEntrance:50147803:22387,IDFM:StopPlaceEntrance:50147803,IDFM:22387,1,1,49.02,62,,,,,
IDFM:StopPlaceEntrance:50147803:22148,IDFM:StopPlaceEntrance:50147803,IDFM:22148,1,1,53,67,,,,,
IDFM:StopPlaceEntrance:50170127:monomodalStopPlace:43131,IDFM:StopPlaceEntrance:50170127,IDFM:monomodalStopPlace:43131,1,1,131.69,167,,,,,
IDFM:StopPlaceEntrance:50170128:monomodalStopPlace:43131,IDFM:StopPlaceEntrance:50170128,IDFM:monomodalStopPlace:43131,1,1,160.72,204,,,,,
IDFM:StopPlaceEntrance:50170129:monomodalStopPlace:43131,IDFM:StopPlaceEntrance:50170129,IDFM:monomodalStopPlace:43131,1,1,131.28,167,,,,,
IDFM:StopPlaceEntrance:50171257:monomodalStopPlace:43132,IDFM:StopPlaceEntrance:50171257,IDFM:monomodalStopPlace:43132,1,1,31.65,40,,,,,
IDFM:StopPlaceEntrance:50170434:monomodalStopPlace:43132,IDFM:StopPlaceEntrance:50170434,IDFM:monomodalStopPlace:43132,1,1,18.28,23,,,,,
IDFM:StopPlaceEntrance:50170385:monomodalStopPlace:43132,IDFM:StopPlaceEntrance:50170385,IDFM:monomodalStopPlace:43132,1,1,22.38,28,,,,,
IDFM:StopPlaceEntrance:50171305:monomodalStopPlace:43132,IDFM:StopPlaceEntrance:50171305,IDFM:monomodalStopPlace:43132,1,1,179.76,228,,,,,
IDFM:StopPlaceEntrance:50170082:monomodalStopPlace:43132,IDFM:StopPlaceEntrance:50170082,IDFM:monomodalStopPlace:43132,1,1,32.23,41,,,,,
IDFM:StopPlaceEntrance:50170777:monomodalStopPlace:43133,IDFM:StopPlaceEntrance:50170777,IDFM:monomodalStopPlace:43133,1,1,8.39,10,,,,,
IDFM:StopPlaceEntrance:50170778:monomodalStopPlace:43133,IDFM:StopPlaceEntrance:50170778,IDFM:monomodalStopPlace:43133,1,1,29.92,38,,,,,
IDFM:StopPlaceEntrance:50170779:monomodalStopPlace:43133,IDFM:StopPlaceEntrance:50170779,IDFM:monomodalStopPlace:43133,1,1,65.64,83,,,,,
IDFM:StopPlaceEntrance:50170454:471199,IDFM:StopPlaceEntrance:50170454,IDFM:471199,1,1,94.84,120,,,,,
IDFM:StopPlaceEntrance:50170454:471363,IDFM:StopPlaceEntrance:50170454,IDFM:471363,1,1,97.18,123,,,,,
IDFM:StopPlaceEntrance:50170330:471363,IDFM:StopPlaceEntrance:50170330,IDFM:471363,1,1,170.92,217,,,,,
IDFM:StopPlaceEntrance:50170330:471199,IDFM:StopPlaceEntrance:50170330,IDFM:471199,1,1,173.04,220,,,,,
IDFM:463055:StopPlaceEntrance:50148267,IDFM:463055,IDFM:StopPlaceEntrance:50148267,1,0,71.51,91,,,,,
